Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Usa,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,28-mar-2008,2008,Unprovoked,March,M,52.0,Injury,18:50,Other/Unknown,N
Usa,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,28-mar-2008,2008,Unprovoked,March,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"South Of Ponce De Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,23-mar-2008,2008,Unprovoked,March,M,13.0,Injury,11:30,Other/Unknown,N
Usa,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,21-mar-2008,2008,Unprovoked,March,M,14.0,Injury,15:53,Other/Unknown,N
Usa,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,15-mar-2008,2008,Unprovoked,March,M,8.0,Minor injury,No time specified,Other/Unknown,N
Usa,California,"Huntington Beach, Orange County",Surfing,07-mar-2008,2008,Unprovoked,March,M,27.0,No injury,08:00,White Shark,N
Bahamas,Northern Bahamas,"Dive Site Known As ""The End Of The Map""",Diving,24-feb-2008,2008,Unprovoked,February,M,49.0,Fatal,10:00,Bull Shark,Y
French Polynesia,Society Islands,Tahiti,Spearfishing,reported 21-feb-2008,2008,Unprovoked,February,M,26.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,15-feb-2008,2008,Unprovoked,February,M,25.0,Injury,17:00,Other/Unknown,N
Australia,New South Wales,Horseshoe Bay,Surfing,07-feb-2008,2008,Unprovoked,February,F,14.0,Minor injury,No time specified,Other/Unknown,N
Usa,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,06-feb-2008,2008,Unprovoked,February,M,,Injury,No time specified,Other/Unknown,N
Japan,Tokyo Bay,,Diving,2008.01.30,2008,Provoked,January,M,,No injury,No time specified,Other/Unknown,UNKNOWN
South Africa,Kwazulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,29-jan-2008,2008,Unprovoked,January,M,42.0,No injury,No time specified,Blacktip Shark,N
Australia,Queensland,200 Km East Of Coolangatta,Accidentally stood on hooked shark's tail before attempting to gut it,27-jan-2008,2008,Provoked,January,M,20.0,Injury,07:30,Other/Unknown,N
New Zealand,South Island,Marfells Beach,Wading,reported 19-jan-2008,2008,Invalid,January,M,,Other,No time specified,Other/Unknown,UNKNOWN
New Zealand,North Island,Omaha Beach,Attempting to chase shark out to sea,14-jan-2008,2008,Watercraft,January,Unknown,,No injury,14:00,Bronze Whaler Shark,N
Usa,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,10-jan-2008,2008,Unprovoked,January,M,20.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Off Fort Pierce, St. Lucie County",Fishing for snapper,fall 2008,2008,Provoked,,M,,Minor injury,No time specified,Nurse Shark,N
Mexico,Baja California,Playas De Tijuana,Surfing,summer-2008,2008,Unprovoked,,M,26.0,Injury,No time specified,Other/Unknown,N
Ecuador,Galapagos Islands,San Cristobal Island,Surfing,21-dec-2007,2007,Unprovoked,December,M,24.0,Injury,No time specified,Other/Unknown,N
British Virgin Islands,Green Bay,,Scuba diving,19-dec-2007,2007,Invalid,December,M,53.0,Injury,No time specified,Other/Unknown,UNKNOWN
Australia,New South Wales,Jimmy'S Beach,Surfing,18-dec-2007,2007,Unprovoked,December,M,31.0,Severe injury,11:00,Other/Unknown,N
Australia,Queensland,South Stradbroke Island,Swimming,15-dec-2007,2007,Unprovoked,December,M,,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,Bondi,Swimming,14-dec-2007,2007,Invalid,December,M,34.0,Injury,20:30,Other/Unknown,UNKNOWN
Usa,Hawaii,"Waialua Bay, O'Ahu",Surfing,10-dec-2007,2007,Unprovoked,December,M,52.0,No injury,11:00,Tiger Shark,N
New Zealand,South Island,Kaikoura,Surfing,09-dec-2007,2007,Unprovoked,December,F,,No injury,No time specified,Other/Unknown,N
Brazil,Pernambuco,Itamaracá,Removing fish from a trap,07-dec-2007,2007,Unprovoked,December,M,28.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,In A Tidal Creek    5 Km From Wickham,Fishing,18-nov-2007,2007,Provoked,November,M,32.0,Minor injury,No time specified,Other/Unknown,N
Australia,New South Wales,"Wategos Beach, Byon Bay",Surfing,08-nov-2007,2007,Unprovoked,November,M,,No injury,14:20,Other/Unknown,N
South Africa,Western Cape Province,The Strand,Surfing,07-nov-2007,2007,Unprovoked,November,M,14.0,Injury,17:30,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,06-nov-2007,2007,Unprovoked,November,M,21.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Round Island Park, Indian River County",Surfing,04-nov-2007,2007,Unprovoked,November,M,42.0,Injury,09:00,Other/Unknown,N
South Africa,Eastern Cape Province,Bonza Bay,Surfing,03-nov-2007,2007,Unprovoked,November,M,37.0,Injury,08:45,White Shark,N
Mexico,Baja California,Guadalupe Island,Shark diving,november 2011,2007,Invalid,November,M,,No injury,No time specified,Other/Unknown,UNKNOWN
Usa,Hawaii,"Wailea, Maui",Floating,29-oct-2007,2007,Unprovoked,October,M,32.0,Injury,15:30,Tiger Shark,N
Australia,New South Wales,Byron Bay,Surf-skiing,15-oct-2007,2007,Unprovoked,October,F,52.0,Injury,11:30,White Shark,N
Australia,Queensland,Holmes Reef,Spearfishing,13-oct-2007,2007,Unprovoked,October,M,31.0,Injury,12:00,Bronze Whaler Shark,N
Usa,California,"Venice Pier, Venice, Los Angeles County",Surfing,07-oct-2007,2007,Unprovoked,October,M,22.0,Minor injury,20:30,Other/Unknown,N
Usa,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,06-oct-2007,2007,Unprovoked,October,M,16.0,Severe injury,08:10,Blacktip Shark,N
Usa,California,"Santa Monica, Los Angeles County",Surfing,30-sep-2007,2007,Unprovoked,September,M,,Injury,11:30,Other/Unknown,N
Philippines,Palawan,Off Cagayancillo,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas",30-sep-2007,2007,Sea Disaster,September,M,,Fatal,14:40,Other/Unknown,Y
New Caledonia,Loyalty Islands,"Bay Of Luengoni, Lifou Island",Swimming,30-sep-2007,2007,Unprovoked,September,F,23.0,Fatal,No time specified,White Shark,Y
Bahamas,Grand Bahama Island,Sweetings Cay,Spearfishing,28-sep-2007,2007,Unprovoked,September,F,48.0,Injury,12:00,Other/Unknown,N
Usa,California,"Moonstone Beach, Humboldt County",Surfing,27-sep-2007,2007,Unprovoked,September,F,,No injury,08:15,White Shark,N
Egypt,Red Sea,Daedalus Reef,Swimming,27-sep-2007,2007,Unprovoked,September,F,,Severe injury,07:00,White Shark,N
Usa,Florida,Jupiter Inlet,Scuba diving,22-sep-2007,2007,Invalid,September,F,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,Huguenot Park,Surfing,22-sep-2007,2007,Unprovoked,September,F,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,20-sep-2007,2007,Unprovoked,September,M,23.0,Injury,18:20,Other/Unknown,N
Solomon Islands,Marovo Lagoon,Kicha Island,Spearfishing,17-sep-2007,2007,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Wading?,16-sep-2007,2007,Unprovoked,September,M,56.0,Injury,11:15,Other/Unknown,N
Usa,Florida,"Flagler Beach, Flagler County",Surfing,16-sep-2007,2007,Unprovoked,September,F,,No injury,No time specified,Other/Unknown,N
Usa,Florida,"Lauderdale-By-The-Sea, Broward County",Snorkeling,13-sep-2007,2007,Unprovoked,September,M,14.0,Minor injury,16:00,Nurse Shark,N
Usa,Florida,"Pepper Park Beach, St. Lucie County",Wading,08-sep-2007,2007,Unprovoked,September,F,58.0,Injury,11:45,Other/Unknown,N
Usa,Florida,"Daytona Beach, Volusia County",Wading,05-sep-2007,2007,Unprovoked,September,F,36.0,Injury,13:42,Other/Unknown,N
Usa,South Carolina,Sullivan'S Island,Standing,04-sep-2007,2007,Unprovoked,September,M,15.0,Injury,18:30,Other/Unknown,N
Usa,Florida,"Daytona Beach, Volusia County",Jumping,03-sep-2007,2007,Unprovoked,September,F,12.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Fort Lauderdale, Broward County",Swimming,03-sep-2007,2007,Unprovoked,September,M,58.0,Injury,09:45,Other/Unknown,N
Usa,Hawaii,"Ka'A'Awa, Oahu",Body boarding,28-aug-2007,2007,Unprovoked,August,M,15.0,Injury,16:30,Tiger Shark,N
Usa,California,"Marina State Beach, Monterey County",Surfing,28-aug-2007,2007,Unprovoked,August,M,24.0,Injury,10:45,White Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,26-aug-2007,2007,Unprovoked,August,M,54.0,Injury,14:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,25-aug-2007,2007,Unprovoked,August,M,27.0,Injury,No time specified,Other/Unknown,N
Usa,North Carolina,North Carolina Aquarium At Fort Fisher,Diving,22-aug-2007,2007,Provoked,August,M,,Minor injury,No time specified,Other/Unknown,N
Usa,Delaware,"Indian River Inlet, Rehoboth Beach",Fishing,20-aug-2007,2007,Provoked,August,M,,Injury,19:45,Tiger Shark,N
Usa,Florida,"Islamorada Founder'S Park, Plantation Key, Monroe County",Swimming,19-aug-2007,2007,Unprovoked,August,M,52.0,Injury,20:15,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,19-aug-2007,2007,Unprovoked,August,M,16.0,Injury,12:39,Other/Unknown,N
Usa,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,19-aug-2007,2007,Unprovoked,August,M,7.0,Injury,10:00,Other/Unknown,N
Usa,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,15-aug-2007,2007,Unprovoked,August,M,20.0,Injury,No time specified,Bull Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Swimming,12-aug-2007,2007,Unprovoked,August,F,15.0,Minor injury,17:35,Other/Unknown,N
Usa,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,11-aug-2007,2007,Unprovoked,August,M,19.0,Minor injury,18:00,Other/Unknown,N
Usa,South Carolina,"Isle Of Palms, Charleston County",Swimming,09-aug-2007,2007,Unprovoked,August,M,30.0,Injury,16:40,Other/Unknown,N
Usa,South Carolina,"Isle Of Palms, Charleston County",Boogie Boarding,09-aug-2007,2007,Unprovoked,August,M,9.0,Injury,14:00,Other/Unknown,N
Usa,Florida,"Islamorada, Monroe County",Jumped into the water,07-aug-2007,2007,Unprovoked,August,F,19.0,Injury,No time specified,Bull Shark,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,29-jul-2007,2007,Unprovoked,July,M,51.0,Minor injury,No time specified,Other/Unknown,N
Usa,California,"Imperial Beach, San Diego County",Surfing,28-jul-2007,2007,Unprovoked,July,M,20.0,No injury,23:00,Other/Unknown,N
Usa,California,"Malibu, Los Angeles County",Surf paddling,22-jul-2007,2007,Unprovoked,July,M,,No injury,No time specified,White Shark,N
Usa,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,21-jul-2007,2007,Watercraft,July,M,,No injury,10:15,White Shark,N
Usa,Hawaii,"Bellows Beach Near Wailea Point, O’Ahu",Snorkeling,19-jul-2007.b,2007,Unprovoked,July,M,36.0,Severe injury,15:15,Other/Unknown,N
Australia,Territory Of Cocos (Keeling) Islands,Direction Island,Wading,19-jul-2007.a,2007,Unprovoked,July,M,15.0,Injury,11:00,Bronze Whaler Shark,N
Usa,North Carolina,"North Topsail Beach, Onslow  County",Swimming,18-jul-2007,2007,Unprovoked,July,M,14.0,Injury,12:30,Other/Unknown,N
Norway,Oslo Fjord,Sjøstrand,Scuba diving,18-jul-2007,2007,Provoked,July,M,48.0,No injury,No time specified,Other/Unknown,N
Usa,California,"Faria Beach, Ventura County",Swimming,17-jul-2007,2007,Invalid,July,F,43.0,Injury,11:00,Other/Unknown,UNKNOWN
Usa,North Carolina,"Atlantic Beach, Carteret County",Wading,17-jul-2007,2007,Unprovoked,July,F,30.0,Injury,13:00,Other/Unknown,N
Bahamas,Abaco Islands,Allan-Pensacola Cay,Spearfishing,10-jul-2007,2007,Unprovoked,July,F,48.0,Injury,11:00,Bull Shark,N
Usa,Florida,"Ponce Inlet, Volusia County",Surfing,05-jul-2007,2007,Unprovoked,July,M,18.0,Injury,16:00,Other/Unknown,N
Reunion,,Boucan Canot,Body boarding,04-jul-2007,2007,Unprovoked,July,M,17.0,Minor injury,14:30,Other/Unknown,N
Senegal,,,Murder,jul-2007,2007,Invalid,July,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,Marques Island,Removing hook from shark,30-jun-2007,2007,Provoked,June,M,,Injury,No time specified,Lemon Shark,N
Usa,California,"Will Rogers State Beach, Los Angeles County",Swimming,30-jun-2007,2007,Unprovoked,June,F,,Injury,10:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,25-jun-2007,2007,Unprovoked,June,M,20.0,Injury,17:30,Other/Unknown,N
Usa,Hawaii,"Silva'S Channel, Mokuleia, O'Ahu",Surfing,24-jun-2007,2007,Unprovoked,June,M,,No injury,07:05,Tiger Shark,N
Usa,Florida,"Vilano Beach, St.  Johns County",Surfing,17-jun-2007,2007,Invalid,June,F,9.0,Injury,16:30,Other/Unknown,UNKNOWN
Usa,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,12-jun-2007,2007,Unprovoked,June,F,,Injury,11:00,Other/Unknown,N
Australia,New South Wales,"Shelly Beach, Crescent Head",Surfing,05-jun-2007,2007,Unprovoked,June,M,,Injury,No time specified,Other/Unknown,N
Usa,South Carolina,Garden City,Wading,26-may-2007,2007,Unprovoked,May,F,,Injury,17:00,Other/Unknown,N
Usa,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",Reviving a sedated shark,24-may-2007,2007,Provoked,May,F,40.0,Injury,No time specified,Blacktip Shark,N
England,Kent,Folkestone,Fishing,reported 17-may-2007,2007,Provoked,May,M,38.0,Injury,No time specified,Other/Unknown,N
Australia,Western Australia,"Warra Beach, Coral Bay",Wading,16-may-2007,2007,Unprovoked,May,F,38.0,Injury,14:30,Other/Unknown,N
Australia,Victoria,Warrnambool,Surfing,12-may-2007,2007,Unprovoked,May,M,19.0,No injury,17:45,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,10-may-2007,2007,Unprovoked,May,F,21.0,Injury,16:00,Other/Unknown,N
Seychelles,Bird Island,,Snorkeling,reported 09-may-2007,2007,Unprovoked,May,M,,No injury,No time specified,White Shark,N
Australia,New South Wales,Kingscliff Beach,Swimming,08-may-2007,2007,Invalid,May,M,45.0,Other,12:15,Other/Unknown,UNKNOWN
Usa,Hawaii,"Keawakapu Beach, Maui",Snorkeling,07-may-2007,2007,Unprovoked,May,F,63.0,Injury,08:30,Tiger Shark,N
Usa,Florida,Naples,Swimming,07-may-2007,2007,Unprovoked,May,M,68.0,Injury,08:30,Other/Unknown,N
Turks & Caicos,Providenciales,,Sea Disaster,04-may-2007,2007,Sea Disaster,May,Unknown,,Injury,No time specified,Other/Unknown,Y
Bahamas,Bimini Islands,,Shark tagging,may-2007,2007,Provoked,May,F,20.0,Injury,No time specified,Lemon Shark,N
Australia,Queensland,"Mornington Island, Gulf Of Carpentaria",Swimming / jumping off a jetty,26-apr-2007,2007,Unprovoked,April,F,13.0,Injury,18:00,Other/Unknown,N
Usa,Florida,"Hutchinson Island, St. Lucie County",Body boarding,22-apr-2007,2007,Unprovoked,April,M,12.0,Injury,12:30,Blacktip Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,20-apr-2007,2007,Unprovoked,April,M,24.0,Injury,17:00,Other/Unknown,N
Usa,Florida,"Florida Keys, Monroe County",Fishing,reported      13-apr-2007,2007,Watercraft,April,Unknown,,No injury,No time specified,Bull Shark,N
New Caledonia,South Province,Dumbéa,Surfing,09-apr-2007,2007,Unprovoked,April,M,26.0,Injury,16:00,Tiger Shark,N
Usa,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,01-apr-2007,2007,Unprovoked,April,M,7.0,Injury,13:05,Other/Unknown,N
Usa,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,31-mar-2007,2007,Unprovoked,March,M,27.0,Injury,14:20,Other/Unknown,N
Usa,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",,31-mar-2007,2007,Unprovoked,March,M,9.0,Minor injury,13:20,Other/Unknown,N
Yemen,Muhafazat Hadramawt,Ras-Alkalb,Murder,22-mar-2007,2007,Unprovoked,March,Unknown,,Fatal,No time specified,Other/Unknown,Y
Usa,Florida,Jupiter Inlet,Surfing,21-mar-2007,2007,Unprovoked,March,M,11.0,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,South Golden Beach,Surfing,20-mar-2007,2007,Unprovoked,March,F,42.0,Injury,10:00,Other/Unknown,N
Usa,Florida,Delray Beach,Shark fishing,reported 14-mar-2007,2007,Provoked,March,M,,Injury,No time specified,Other/Unknown,N
Australia,Queensland,"Moore Park, North Of Bundaberg",Swimming,12-mar-2007,2007,Unprovoked,March,F,59.0,Minor injury,15:30,Other/Unknown,N
Usa,Florida,"Tiger Shores Beach, Martin County",Surfing,11-mar-2007,2007,Unprovoked,March,M,29.0,Injury,13:00,Other/Unknown,N
New Zealand,Cook Islans,Penhryn Island,Spearfishing,reported 05-mar-2007,2007,Provoked,March,M,16.0,Injury,No time specified,Tiger Shark,N
Costa Rica,,,Swimming,04-feb-2007,2007,Invalid,February,M,36.0,Injury,No time specified,Other/Unknown,UNKNOWN
Australia,New South Wales,Shelly Beach,Boogie Boarding,03-feb-2007,2007,Unprovoked,February,M,26.0,Injury,08:00,Other/Unknown,N
New Caledonia,Loyalty Islands,Ouvéa,Spearfishing,feb-2007,2007,Unprovoked,February,M,,Other,No time specified,Other/Unknown,N
New Caledonia,North Province,Kaala-Gomen,Spearfishing (free diving),25-jan-2007,2007,Unprovoked,January,M,30.0,Injury,14:00,Tiger Shark,N
Usa,Florida,100 Miles Off Ft. Myers Beach,Shrimping,25-jan-2007,2007,Watercraft,January,Unknown,,No injury,03:30,Other/Unknown,N
Australia,New South Wales,Cape Howe,Diving,23-jan-2007,2007,Unprovoked,January,M,41.0,Injury,10:30,White Shark,N
Australia,New South Wales,Brunswick Heads,Swimming,19-jan-2007,2007,Invalid,January,M,20.0,Other,No time specified,Other/Unknown,UNKNOWN
South Africa,Eastern Cape Province,"Second Beach, Port St. John'S",Swimming / Body Surfing,14-jan-2007,2007,Unprovoked,January,M,24.0,Fatal,No time specified,Tiger Shark,Y
Australia,New South Wales,Sandbar Beach,Surfing,09-jan-2007,2007,Unprovoked,January,M,,No injury,06:30,Other/Unknown,N
Usa,New York,"Smith Point, Long Island",Surfing,07-jan-2007,2007,Invalid,January,M,54.0,No injury,14:00,Other/Unknown,UNKNOWN
Usa,Hawaii,"Majors Bay, Kaua'I",Surfing,01-jan-2007,2007,Unprovoked,January,M,24.0,No injury,10:15,Tiger Shark,N
French Polynesia,Tahiti,Rangiroa,Scuba Diving,2007.,2007,Provoked,,M,,Minor injury,No time specified,Other/Unknown,UNKNOWN
Australia,Victoria,"Winki Pop, Bells Beach",Surfing,18-dec-2006,2006,Unprovoked,December,M,25.0,Injury,20:00,Other/Unknown,N
New Zealand,North Island,"Raglan, Manu Bay",Surfing,11-dec-2006,2006,Unprovoked,December,M,10.0,Injury,11:00,Other/Unknown,N
Usa,California,"Dillon Beach, Marin County",Surfing,10-dec-2006,2006,Unprovoked,December,M,43.0,Minor injury,11:50,White Shark,N
South Africa,Kwazulu-Natal,Cape Vidal,Fishing,06-dec-2006,2006,Provoked,December,M,25.0,Injury,No time specified,Raggedtooth Shark,N
Australia,Western Australia,Wharton Beach,Body boarding,02-dec-2006,2006,Unprovoked,December,M,15.0,Severe injury,07:30,White Shark,N
Philippines,Surigao Del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,25-nov-2006,2006,Sea Disaster,November,Unknown,,Other,14:20,Other/Unknown,Y
Usa,Hawaii,"Kihei, Maui",Swimming,11-nov-2006,2006,Unprovoked,November,M,29.0,Injury,12:30,Other/Unknown,N
South Africa,Eastern Cape Province,"Nahoon, East London",Canoeing,09-nov-2006,2006,Provoked,November,M,,Injury,No time specified,Bull Shark,N
Usa,Oregon,"Siletz River Mouth, Lincoln County",Surfing,31-oct-2006,2006,Unprovoked,October,M,22.0,No injury,No time specified,White Shark,N
Usa,Florida,Sebastian Inlet,Fishing,16-oct-2006,2006,Unprovoked,October,M,15.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Daytona Beach, Volusia County",Surfing,10-oct-2006,2006,Unprovoked,October,M,20.0,Injury,11:30,Other/Unknown,N
Usa,Texas,"Isla Blanca Park, South Padre Island",Surfing,07-oct-2006,2006,Unprovoked,October,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,05-oct-2006,2006,Unprovoked,October,M,18.0,Injury,12:00,Other/Unknown,N
Bahamas,New Providence Island,Nassau,Free diving / modeling,oct-2006,2006,Unprovoked,October,F,26.0,Injury,No time specified,Other/Unknown,N
Gulf Of Aden,Between Somalia & Yemen,,Murder,oct-2006,2006,Unprovoked,October,Unknown,,Fatal,No time specified,Other/Unknown,Y
South Africa,Western Cape Province,Miller'S Point,Spearfishing,30-sep-2006,2006,Invalid,September,M,36.0,No injury,No time specified,Other/Unknown,UNKNOWN
